BaroId,CreateDate,Baro_Index,DateTime_T4
B748E5E5-BE0F-4F6E-A064-6E1D88CA3F23,10/11/2017,58.4,16/11/2017
8AAACCC1-886C-4872-B1B5-242558558EE3,13/11/2017,55.72,17/11/2017
1C27E36C-0C96-46DA-93EE-359A7FEB899D,14/11/2017,49.56,20/11/2017
635B8450-6FEC-48BE-920F-4821C36956E4,15/11/2017,44.44,21/11/2017
DC7624E9-AAD0-4618-9BF1-DC600B3C78FF,16/11/2017,52.59,22/11/2017
B0C231E0-8872-43BC-ABED-C12F006D49DE,17/11/2017,47.4,23/11/2017
FDB48D53-C148-43B4-9E07-4701AAD87BE2,20/11/2017,70.4,24/11/2017
7922BAAA-3D55-4363-86EC-390A51D39998,21/11/2017,62.82,27/11/2017
4CF7A96A-6588-435C-B9A2-C4AB2C4B77CD,22/11/2017,47.92,28/11/2017
22D7FF51-93C6-4B58-B48B-8E061D957442,23/11/2017,49.05,29/11/2017
DA389413-1281-4E05-9268-8428F31AC7D5,24/11/2017,39.79,30/11/2017
47832BAC-45CB-434D-B1A5-5FC4C40376A4,27/11/2017,53.27,01/12/2017
754185A6-C15E-430E-8C51-37D31BF45A72,28/11/2017,50.36,04/12/2017
46132972-8EE5-4716-AC53-886F21D61F42,29/11/2017,48.68,06/12/2017
33D84546-A6BD-4310-8132-0588303283EE,30/11/2017,53.69,07/12/2017
AA113F2D-A69B-495B-916B-9ED47EF1471E,01/12/2017,55.71,08/12/2017
64CD9D9C-CA97-4DC1-8644-7003DEF60C12,04/12/2017,62.47,12/12/2017
BD1A62A5-CEA2-4199-A3B8-2B05EACAC4CC,06/12/2017,52.76,13/12/2017
BB8EF94F-AB9C-4D96-B9EF-0CD85C9EAEE4,07/12/2017,43.22,14/12/2017
21930D82-1E02-43AF-B3A1-B6CF142E4D52,08/12/2017,63.29,15/12/2017
8DEAC224-A2A0-45DE-9976-FE0F15C5FBB9,12/12/2017,42.85,18/12/2017
127CA1DC-B5C4-4032-B792-F97327251730,13/12/2017,51.16,19/12/2017
999C3A48-4414-4333-A8E7-7C75EA951A8B,14/12/2017,62.17,20/12/2017
AB486059-5E35-4596-95E3-D9561A7B2557,15/12/2017,64.17,21/12/2017
077D117A-53BD-4FC0-92CF-2654B2B33959,18/12/2017,55.24,22/12/2017
D9D9CD23-F762-4DF3-ABAA-B3C0C72B0048,19/12/2017,50.8,25/12/2017
B7BF3116-DC31-432F-8D72-F6099BA07929,20/12/2017,76.82,26/12/2017
06EF381D-48F7-415F-9F36-6B87C4C6EB40,21/12/2017,72.87,27/12/2017
2EC3174B-09B3-4181-83A7-C17C8DCF1D99,22/12/2017,71.35,28/12/2017
8766172C-716A-4820-8247-A0100E4A9ADC,25/12/2017,62.9,29/12/2017
AE4F7342-D3B4-4F28-9547-2F733F08F058,26/12/2017,48.47,03/01/2018
8188918A-B4E0-4755-B8C4-94B957E94B51,27/12/2017,74.58,04/01/2018
55976972-121B-4FEE-B1C5-0AFF07BDCA41,28/12/2017,42.23,05/01/2018
A80504B8-914C-480F-A4B3-4E7229DBF57C,29/12/2017,61.26,08/01/2018
C87C5F74-F7B6-4795-823F-5C3E4CFBA8CD,03/01/2018,61.67,09/01/2018
116B707E-0FCA-417A-915A-D1354E91AA89,04/01/2018,49.84,10/01/2018
A59088E0-3DAE-4294-B6DE-0A412DEEA711,05/01/2018,67.1,11/01/2018
0A150BA7-5EA2-4332-B40C-0ECB8C1DA0D0,08/01/2018,63.7,12/01/2018
B7DD5D6A-F797-4592-A837-D217A4ADA5FA,09/01/2018,54.67,15/01/2018
4BDCB545-73A4-4537-8FE9-17C68CFA49C9,10/01/2018,55.03,16/01/2018
66E118E0-E55B-4D48-BF27-C14384A136CB,11/01/2018,58.8,17/01/2018
C8E806FB-6D54-4C6C-8525-0A0376667FD5,12/01/2018,52.06,18/01/2018
2B16FA32-97F4-4540-97ED-F2F508B8FB00,15/01/2018,57.45,19/01/2018
60082947-1798-4701-AB56-C73BCF307DD3,16/01/2018,45.96,22/01/2018
5B5AD917-9811-4977-8B9A-3077D41C9A27,17/01/2018,67.79,23/01/2018
56F1BA6A-4EB7-434C-8D47-AFBEA23A1DC0,18/01/2018,53.26,24/01/2018
0E995A9A-5244-4F85-87FF-374656783FEE,19/01/2018,58.03,25/01/2018
5DDDE6D1-B23D-41D5-82FA-3E58DA516D1D,22/01/2018,46.82,26/01/2018
D973AF28-CADC-4E91-A36F-DEE99A1C007B,23/01/2018,56.91,29/01/2018
42BB6B04-B184-4026-AB41-67A4C7EBC2B8,24/01/2018,41.11,30/01/2018
4248B572-AD74-4038-8034-F3152BD03FD0,25/01/2018,42.34,31/01/2018
C214895B-A54A-4316-BD9F-BD5DCBA892D2,26/01/2018,46.85,01/02/2018
4112C9BF-F3A4-45BD-B48A-AE3BB0D5DE72,29/01/2018,37.94,02/02/2018
5AE47099-6ABD-43A6-8C9A-28D36276929C,30/01/2018,47.7,05/02/2018
D64C1C10-AF92-454B-8B25-BB061C7567D5,31/01/2018,48.1,06/02/2018
D14A0E3D-5F33-4061-A554-BD1BAA054E11,01/02/2018,72.67,07/02/2018
3736CB6D-7A3D-4689-96EB-F9B31A917980,02/02/2018,49.9,08/02/2018
016601BF-0C13-4BFF-94E9-137F4A9BE506,05/02/2018,53.2,09/02/2018
D980A5C4-4EB4-4ACF-BD1B-97E42F0E410B,06/02/2018,45.6,12/02/2018
0D942BE8-CD53-4BE4-850E-B3F1152ACA71,07/02/2018,60.21,13/02/2018
F264F9BE-B8A4-462B-B69E-188E4143DF2D,08/02/2018,41.04,14/02/2018
24F41E87-5369-4796-AC69-591ACADB67F6,09/02/2018,51.65,15/02/2018
979441BC-EA65-4B18-BC0A-626C3EC1DFAD,12/02/2018,61.68,16/02/2018
B9C5B7E7-2DAA-4FF9-B5D8-45FE5A3875F7,13/02/2018,63.84,19/02/2018
BBA82746-528F-497F-A75A-27BF5D0E6B02,14/02/2018,43.93,20/02/2018
C76C41B1-E663-41E2-BA3D-9F3AF1F8C91B,15/02/2018,31.49,21/02/2018
D93B08B0-8590-458D-85DD-8CF36EF9D6F0,16/02/2018,68.58,22/02/2018
8948303C-79A2-46AB-BCA2-52E0F0EBFC5D,19/02/2018,47.12,23/02/2018
33A4A686-CD42-4AFA-A610-C2E82771D057,20/02/2018,63,26/02/2018
82BC0596-2994-4363-B258-DE8AFCBF4A4D,21/02/2018,58.76,27/02/2018
B3623557-635D-4867-B24B-41917DA0684A,22/02/2018,58.67,28/02/2018
CB6A7C85-A5F0-44D9-A224-7B36A989776E,23/02/2018,63.44,02/03/2018
37734B44-167D-4EEA-A5B6-4BF4CB7BE884,26/02/2018,47.78,05/03/2018
7D1265D0-1734-46A6-A329-EFD20FD76BAD,27/02/2018,56.8,06/03/2018
A3F32EA0-F281-43AB-B0B9-B00D703A0EC6,28/02/2018,52.9,07/03/2018
B0E92115-5170-4854-9B2F-7F4957B9F6D2,02/03/2018,51.59,08/03/2018
984B3675-55D8-4CC3-93EE-7A10B8D74292,05/03/2018,49.3,09/03/2018
AB6DCEAE-E498-4AFE-A01F-BEE951D0A496,06/03/2018,70.7,12/03/2018
FB4C147B-8EA7-47EF-BB78-EFEC4A3FFEA1,07/03/2018,56.95,13/03/2018
B6E30597-EB48-46D4-A00E-B2E2179D0CE0,08/03/2018,43.58,14/03/2018
CD0B8275-7D36-475E-A8F1-36C02C6D3DAC,09/03/2018,63.16,15/03/2018
0201DC0E-530E-4BE4-A7A7-EB9BEF86085D,12/03/2018,48.73,16/03/2018
310306F4-00A2-4FF9-8984-FA6CF714F5FC,13/03/2018,61.31,19/03/2018
6CA0F09C-7FE6-497A-8B09-8CBDCBB550AC,14/03/2018,53.62,20/03/2018
CDC68224-97D8-4435-9B28-53BC1608B6F8,15/03/2018,54.95,21/03/2018
314B7000-7B12-4E25-9A16-DF13D0406B8F,16/03/2018,55.95,22/03/2018
8FBFC1DB-F307-42B0-A196-A1B2D2826E2B,19/03/2018,72.72,23/03/2018
2C293E67-0D74-4677-8CB5-2B89D7F8B624,20/03/2018,62.28,26/03/2018
B5113F90-68C4-4E35-BD28-4FCC2083445E,21/03/2018,62.99,27/03/2018
65D093F3-FA19-47FB-BCD1-88FA739740E1,22/03/2018,53.12,28/03/2018
69E818A3-97FA-4164-85CC-707AE103D698,23/03/2018,60.3,29/03/2018
F371687E-5B90-4947-A877-5A4EF9E643B1,26/03/2018,47.87,30/03/2018
4389137E-3362-463B-ABE1-1D98CCCDE41F,27/03/2018,33.1,02/04/2018
925568FF-36FA-4FB9-AFED-D1F5BF0A020C,28/03/2018,59.03,03/04/2018
18F5795B-34CE-48CE-8BCE-F2B75B384F37,29/03/2018,66.96,04/04/2018
A41E7103-12DF-4D6E-B419-8653C39B72B4,30/03/2018,41,05/04/2018
E9FD23C1-99D4-472F-8232-629D693C42B3,02/04/2018,75.78,09/04/2018
F1A3252D-8EBC-4FAA-8043-BF900E962C49,03/04/2018,60.82,10/04/2018
9D7DF110-9AE6-454C-BABC-3D8D1A8F567C,04/04/2018,55.98,11/04/2018
2670CB33-28DA-43A5-972C-A4772C670202,05/04/2018,47.68,12/04/2018
615FDD00-2F76-41EF-8A2A-6EA9AE584044,09/04/2018,62.63,17/04/2018
5C91ED8D-CC89-4D75-B9B6-2D240710CAF4,10/04/2018,43.54,18/04/2018
A4318E75-DA9B-4314-8D62-3A440F1E1911,11/04/2018,55.19,19/04/2018
A1611F70-59AC-45FF-A203-A179DF02406A,12/04/2018,59.07,20/04/2018
AC0D7842-286C-4790-A19D-31254C7F54E8,17/04/2018,37.99,23/04/2018
C192B0A8-4AF9-43ED-AD5E-9756DD33F903,18/04/2018,60.71,24/04/2018
300CF523-8E86-432B-869D-587A0998E8B9,19/04/2018,47.51,25/04/2018
19CBB34F-58CB-4B74-8D53-6B2E945F5E2F,20/04/2018,46.36,26/04/2018
BB46CA6D-5211-4416-9987-81155BCA0740,23/04/2018,51.58,27/04/2018
B67D0A01-6F70-491D-87FB-FAEFD2C2AB5C,24/04/2018,58.35,30/04/2018
A9353DA9-3559-415D-8A95-BA684A2C68FE,25/04/2018,56.76,02/05/2018
AD819174-CC20-4B21-A7BE-4356B9B7F632,26/04/2018,47.2,03/05/2018
5255A165-523B-4FD8-B6DF-EFE4EF4EAD4D,27/04/2018,70.48,04/05/2018
C328C20D-ED8B-4FDD-8215-56CC9D1253AB,30/04/2018,66.43,07/05/2018
BD717DDB-F692-4E5D-A4AF-9689FC3BE0DB,02/05/2018,59.23,08/05/2018
FCDFB40C-CA05-4CC6-937B-2F3A661CB935,03/05/2018,79.14,09/05/2018
B52CD5AC-8C8C-4CEF-973B-9180B7AC1D8E,04/05/2018,56.94,10/05/2018
A8C8FF65-C020-44EF-A3D0-636D153747FE,07/05/2018,49.29,11/05/2018
6ABBC034-BEF6-478A-8961-E19BC500DC83,08/05/2018,51.25,14/05/2018
F1C65A5F-5B71-4494-AD15-6B1D706233C6,09/05/2018,47.26,15/05/2018
76D14A76-B48C-4680-8228-D13420ED452A,10/05/2018,61.17,16/05/2018
2BE2A3E3-D130-4042-9B2F-B575C2BABC11,11/05/2018,66.36,17/05/2018
043DEE7F-7CAE-444C-8965-A3B397E20EAC,14/05/2018,63.26,18/05/2018
556B2611-B9E6-4419-B87B-2545EE8A05F7,15/05/2018,57.59,21/05/2018
E89ABD2B-0181-46D8-A539-6D3D6241C710,16/05/2018,55.25,22/05/2018
90809351-B0F4-49D2-ACC2-152A24FDA78C,17/05/2018,48.03,23/05/2018
CD0E60DB-E9D6-42A0-A085-AF447BEF04BB,18/05/2018,53.44,24/05/2018
938C2C44-108E-4544-933B-652C10D625C8,21/05/2018,50.75,25/05/2018
2B886094-4B1C-418F-882A-4342FE089181,22/05/2018,60.49,28/05/2018
B1CF08C1-3235-46B6-B57A-4F9271B99E35,23/05/2018,55.67,30/05/2018
8D9514B3-D159-472B-9DD5-851F531EEEA1,24/05/2018,63.83,31/05/2018
4D2E8153-4D75-45AC-9816-9F964DB7A725,25/05/2018,66.18,01/06/2018
4C6F219C-2846-4C42-97F1-58065B9A3B16,28/05/2018,52.33,04/06/2018
8C9B0FE1-AAFC-41EB-B437-A2956835B8D9,30/05/2018,57.83,05/06/2018
02F5584C-800F-4E6B-987C-4ACFBB8A540F,31/05/2018,53.33,06/06/2018
D33EB7CD-8905-43A3-8BF3-E5DB467DF232,01/06/2018,65.5,07/06/2018
FFF4C56B-74FA-42AE-B37F-714D9C04CFD1,04/06/2018,42.98,08/06/2018
828769DF-162A-400B-B548-D5B551D299A5,05/06/2018,61.97,11/06/2018
A46DDD49-1498-4C20-990E-F9020857896B,06/06/2018,55.68,12/06/2018
481889A6-AB2C-414A-A7BC-A84324D85E5B,07/06/2018,50.46,13/06/2018
064CA5E4-332E-419A-A12D-110D66C80118,08/06/2018,71.76,14/06/2018
6E00108A-0010-4FA9-91C5-56F2FA8722ED,11/06/2018,65.11,15/06/2018
7E7DCA6B-18CA-4472-9311-338F241E708A,12/06/2018,67.72,18/06/2018
7A026DA5-91DD-4696-9F27-647D1BC410C9,13/06/2018,53.66,19/06/2018
8C018017-6CCD-40FB-93DB-8D3DE440AA93,14/06/2018,73.54,20/06/2018
1E18292A-9DC3-4EC3-846E-98229914454E,15/06/2018,73.06,21/06/2018
71E4F6D8-1ED7-4F8D-AA83-7D30F19BB3FA,18/06/2018,41.44,22/06/2018
916FDAEC-5F0D-4B70-AEA6-527C5B6BF293,19/06/2018,67.08,25/06/2018
DE86F481-AA55-4342-B86A-A9DB5183BB17,20/06/2018,55.13,26/06/2018
F5132755-CB8A-4B84-A9BF-DD3724F36A87,21/06/2018,40.61,27/06/2018
20280985-6ECD-40A3-BB5F-B4E483FEC752,22/06/2018,52.16,28/06/2018
D0948CEC-25C4-491B-B770-F6C5501AE561,25/06/2018,60.59,29/06/2018
9529F919-4902-463B-AAE9-525A11BBAFC5,26/06/2018,61.05,02/07/2018
6515C078-E063-42F2-AA3D-2AEF544560D9,27/06/2018,34.52,03/07/2018
E6458541-6566-4728-BCB2-C1294B6C398E,28/06/2018,55.7,04/07/2018
BEC8CBD6-DE56-4C66-A8A1-AE8E6246E775,29/06/2018,54.5,05/07/2018
0B09D47D-B677-491E-80D2-D8B961FDB95C,02/07/2018,44.96,06/07/2018
7E33BD84-31BB-42F5-9F82-E42EB4A12577,03/07/2018,68.88,09/07/2018
ED2C0308-6C83-4B8A-86E7-6EB56F20CDAC,04/07/2018,48.4,10/07/2018
F1461BB2-1609-476B-9E00-0C3CBE8538EC,05/07/2018,29.91,11/07/2018
49A3EBCA-2285-4683-B696-3D9119293800,06/07/2018,63.68,12/07/2018
48EF3660-5690-43D7-99EB-F69CC8FB129A,09/07/2018,56.25,13/07/2018
BE3E7B24-2C64-47C4-92C0-4FCE65ACE507,10/07/2018,48.34,16/07/2018
6AE60FAB-62A0-4E72-BBCD-9642497F1329,11/07/2018,57.76,17/07/2018
8A80E19C-C173-4C04-8766-62D66ECDBBA2,12/07/2018,52.64,18/07/2018
CCF52F3A-ADB8-4E66-A881-010A99BC85C2,13/07/2018,63.46,19/07/2018
A50F721C-0C0D-4E0D-B2BC-3B5EA9C78579,16/07/2018,66.95,20/07/2018
7B36EABD-F136-406E-9C67-3CA02DD74906,17/07/2018,64.25,23/07/2018
9BF35CEB-C142-406E-AF16-58CE8A5A1358,18/07/2018,61.74,24/07/2018
D70BB16F-84D9-4180-A133-4FEA215F27F4,19/07/2018,57.42,25/07/2018
4DE4AB8C-0339-4475-89DB-6F050D93CF79,20/07/2018,42.08,26/07/2018
1464E444-A719-4840-921C-E0B3757DF97A,23/07/2018,38.79,31/07/2018
34860731-540B-48FD-A7A6-29FA4EE130E4,24/07/2018,46.43,01/08/2018
C488E74B-F441-4A91-B922-548724132BCA,25/07/2018,47.83,02/08/2018
E9F60A33-0E7C-46F1-A73D-4C9B6B837F76,26/07/2018,47.61,03/08/2018
5DDEF3E8-8D22-4E25-AED0-FFE686E638FA,31/07/2018,60.66,06/08/2018
2A7D2251-5423-40AD-9C43-552A0E82DA70,01/08/2018,42.7,07/08/2018
3E8916BA-D35A-4709-9853-93DDB99352E1,02/08/2018,61.78,08/08/2018
E3AA1035-0B29-417E-8839-CBE7F3885EBC,03/08/2018,60.29,09/08/2018
30799476-A08B-4E3A-8555-F22001DD0564,06/08/2018,48.18,10/08/2018
86E6144C-C64B-4DB6-B6C2-0E764D19369B,07/08/2018,52.07,14/08/2018
75306F33-A020-4B8C-89B3-55D80F204417,08/08/2018,42.37,15/08/2018
53C3E7A6-6A5B-4408-8994-D59F9A5D2FDC,09/08/2018,55.01,16/08/2018
292BE9BF-AA4C-4D9D-9771-1523B7FCB46B,10/08/2018,47.67,17/08/2018
56CA995B-746B-45B9-876F-6C49B21D1865,14/08/2018,45.16,20/08/2018
A39F488B-56FC-4152-B0D3-0604966C0477,15/08/2018,56.49,21/08/2018
602D65B4-E697-4BA7-8575-2F421E3E500A,16/08/2018,35.62,22/08/2018
30462369-D00B-49DA-8FD2-0AA6FADDF884,17/08/2018,38.53,23/08/2018
02930172-2CBE-42EF-B872-6F13DE71CD2A,20/08/2018,40.55,24/08/2018
BE965341-5491-4064-B646-DB7D1F71B47F,21/08/2018,48.73,27/08/2018
38FFC0E4-84EB-4A11-8CCA-73531B0D4C4C,22/08/2018,63.53,28/08/2018
B966D78F-DC06-456C-8A61-620E6B192788,23/08/2018,66.07,29/08/2018
97DFF01D-A352-45B8-82CF-46974A026F9C,24/08/2018,57.46,30/08/2018
0992DB1A-04D0-470E-A24C-76B98606A4FD,27/08/2018,50.81,31/08/2018
C38092F9-6B9C-4DD7-8257-562B1ADDFE50,28/08/2018,46.24,03/09/2018
951FAF43-6818-4919-8784-FA079E703E0A,29/08/2018,68.35,04/09/2018
FC1353BD-7728-459F-8B3F-0947A28DF831,30/08/2018,52.36,05/09/2018
5E5ECAF9-7905-465E-BF09-F48350A9660A,31/08/2018,50.07,06/09/2018
9E553958-9DD0-4174-A640-A5A411C5F377,03/09/2018,69.69,07/09/2018
964C95BB-A590-473B-9427-C21C34469AEF,04/09/2018,70.09,10/09/2018
3493B741-9B0C-4C51-B00D-82E24EBC26C7,05/09/2018,46.77,11/09/2018
B5D2DADA-C21F-4987-9171-7F25A4ECCFB1,06/09/2018,49.55,12/09/2018
1B108FCA-D7A0-4875-A42F-C34DB52E0117,07/09/2018,60.2,13/09/2018
4EA057EC-7B89-48BC-85D4-BB0245131730,10/09/2018,49.73,14/09/2018
158405C8-D3CA-4EF7-8C1D-B9E818311520,11/09/2018,55.41,17/09/2018
5FBFF9F9-CF5C-48AA-AC83-E02B440FA2A4,12/09/2018,46.14,18/09/2018
F01C553A-39B4-4309-951A-ADA0FCFE8615,13/09/2018,48.39,19/09/2018
0CBA16E1-D125-4E3B-9C9A-5042B2FEE1BA,14/09/2018,52.07,20/09/2018
1549B7ED-8740-4D68-ACBC-5192A8E093F4,17/09/2018,33.97,21/09/2018
3A2782AD-CD0F-46B1-9926-B2A9E212A878,18/09/2018,39.04,24/09/2018
9B0A0707-6114-43CF-BB78-364A9DF6ACEF,19/09/2018,56.83,25/09/2018
E019C91B-0627-4E68-8B3C-C0534C1EB750,20/09/2018,67.69,26/09/2018
6007E06F-FC14-45D6-87FC-2014F8972ED2,21/09/2018,58.11,27/09/2018
3700BF7D-E0B9-4F56-9893-48AD3A80E104,24/09/2018,54.24,28/09/2018
65515F53-3989-490D-AC44-6513F96BE52B,25/09/2018,49.63,01/10/2018
1E41CA0C-655A-40D8-9ACA-A6D3F28FD7D6,26/09/2018,42.12,02/10/2018
EB2A360A-DD08-45C2-A150-5136A56A4E9C,27/09/2018,40.55,03/10/2018
1D5D412B-79F1-46D2-9766-2A13057D820D,28/09/2018,50.15,04/10/2018
309C7989-C43F-4AF2-9606-A7BB028CFCD0,01/10/2018,60.08,05/10/2018
AA7535F3-0225-4DA1-8B74-348D47E6E735,02/10/2018,44.14,08/10/2018
59D203E7-8EB2-43EB-869B-FDB90674730B,03/10/2018,52.2,09/10/2018
815A1C6A-2001-4328-967C-3209665A884C,04/10/2018,54.44,10/10/2018
54CED958-4AE9-4B83-98F0-AF91F872B6B7,05/10/2018,54.2,11/10/2018
3841F89A-E88D-44A8-94ED-E87385BC6709,08/10/2018,62.55,12/10/2018
D4005735-2ACD-4B87-A759-A3FFDC7D3E7C,09/10/2018,62.16,16/10/2018
9CB3B332-C63E-4457-A487-0B3363954B73,10/10/2018,73.42,17/10/2018
C12C1AC5-C1FA-444B-AB17-5344D657D291,11/10/2018,72.7,18/10/2018
07A2EB5F-AED3-4470-A194-E509697DB886,12/10/2018,54.62,19/10/2018
8149E280-68B7-4DEE-92B4-52552A8EB1D8,16/10/2018,56.44,22/10/2018
72038EFE-0104-40B7-941D-D123485EB460,17/10/2018,49.28,24/10/2018
91E50D3F-06F4-4BB1-8A45-01BE10AF52FE,18/10/2018,77.43,25/10/2018
F624C8CC-C3E1-4235-ABAF-223D556C2496,19/10/2018,59.54,26/10/2018
7ABCA659-A51C-4F4E-955D-9451498DDF18,22/10/2018,42.93,29/10/2018
40F19851-2A68-42C6-8A3B-8CA6CFFCF49E,24/10/2018,40.82,30/10/2018
9C8ED361-3CE0-4A33-9BC7-08F9EB3E1DDD,25/10/2018,40.35,31/10/2018
92B2EA55-9037-4404-A318-ACA5BD5EB1CD,26/10/2018,43.48,01/11/2018
27851968-56B3-4DEA-89C7-9B4133EE6F59,29/10/2018,64.06,02/11/2018
6D87E0CE-BDD8-4A7A-B7A0-9D8A1544446A,30/10/2018,46.38,05/11/2018
1D3AD7E9-9A43-4789-9748-C6800D4D9BF1,31/10/2018,40.58,06/11/2018
AFD95D6A-15BD-4736-BAC9-77BEE2DE72E9,01/11/2018,71.83,07/11/2018
64E88536-C4F3-4B27-A73D-374A50469D97,02/11/2018,46.77,08/11/2018
49AD20B6-DBD8-421D-AF99-DC66567B520C,05/11/2018,46.18,09/11/2018
AEE4D5FD-98AB-46AE-96F0-48024915A842,06/11/2018,52.15,12/11/2018
90C8702B-1B6D-4757-9E95-936FA044686C,07/11/2018,55.55,13/11/2018
3BB47CE8-8019-45F4-9B2A-9CB0CEF4E231,08/11/2018,50.63,14/11/2018
8AD53A83-3437-4C6C-868A-64C15EF95120,09/11/2018,53.36,15/11/2018
3892DD09-A4CB-434F-8B7A-8A2EA74BDB78,12/11/2018,54.09,16/11/2018
D82E9710-07ED-4B54-AEE7-D73ECC185AE9,13/11/2018,65.61,19/11/2018
B0A8F6A8-7037-42B1-9E0E-34DC8212B163,14/11/2018,60.25,20/11/2018
21B3B640-0A3A-454B-B00F-1E4A481B67C1,15/11/2018,71.12,21/11/2018
4F2CD993-F1A9-49E2-B1DA-BE392DECB505,16/11/2018,49.06,22/11/2018
F7D66463-80AD-4847-B797-1C469F6B0341,19/11/2018,45.66,23/11/2018
201A19BD-5C3F-43EB-A94D-E975F907E30C,20/11/2018,47.59,26/11/2018
7E149CAA-4002-4B76-8B34-B7E43C4C4DC3,21/11/2018,48.91,27/11/2018
6280300C-BC28-4C26-8132-D23E983AC4C7,22/11/2018,46.61,28/11/2018
68658081-01EB-4BF3-8296-7A366CC3A24E,23/11/2018,30.49,29/11/2018
5C86519D-21B0-4855-8A5D-DAF88F3419CD,26/11/2018,50.99,30/11/2018
3222B040-6A85-42D7-84BB-2E01811AB47E,27/11/2018,62.77,03/12/2018
1BBADB86-6191-4DDA-8193-E5F5CA09E9AF,28/11/2018,62.11,04/12/2018
E724514A-2ED7-4CE7-B79B-59F666FB60A4,29/11/2018,59.71,06/12/2018
49C34C26-8D65-4C4E-BA37-84675AA4B4D6,30/11/2018,42.88,07/12/2018
AA7FCFF9-AA6D-4BC1-8D64-2B0F0371BC20,03/12/2018,60.27,11/12/2018
1EF56406-B7B8-4A88-9BC5-143C35CC0167,04/12/2018,65.48,12/12/2018
32187511-E518-4E42-8F71-E786F2D7CC08,06/12/2018,46.94,13/12/2018
AC898AD9-3B9B-45F1-8C03-A350FA3F8A87,07/12/2018,72.88,14/12/2018
8D95C473-E5DD-462E-9A80-99024F9505A8,11/12/2018,53.39,17/12/2018
2A218D6B-CCC6-4FC3-AC4F-10E5044E34A8,12/12/2018,61.04,18/12/2018
1446789B-C97C-402E-892A-29868A634332,13/12/2018,52.56,19/12/2018
C8E7545F-EC8F-4EF9-BCE3-7326594B9CEE,14/12/2018,33.7,20/12/2018
56B0D320-6E24-4D65-990C-66E1508C4D5B,17/12/2018,66.3,21/12/2018
3D8861D9-12B3-4C57-8C90-1934548D76BF,18/12/2018,54.5,24/12/2018
D68EABD7-A302-402B-9473-51F52B87525F,19/12/2018,52.8,25/12/2018
DE5FCDE5-60E9-4910-9FEB-9E0781DB67B0,20/12/2018,53.9,26/12/2018
9DBA77F9-0158-4A9F-9B98-1A89601214CD,21/12/2018,39.26,27/12/2018
3DC8BF32-761F-45FE-84A6-3EF2C4BB8BCD,24/12/2018,51.9,28/12/2018
CE4BE1CF-E5CF-419D-8B73-8FF1AC350C7F,25/12/2018,67.83,02/01/2019
C7120BA7-EC06-4D1E-BEF7-1BBE4874DF7C,26/12/2018,52.07,03/01/2019
5968978A-1B02-4B35-8FDA-6BBBD2F05F42,27/12/2018,50.84,04/01/2019
CCAEEB5E-1018-4581-BA56-6FDAC78C248B,28/12/2018,77.22,07/01/2019
E8941E53-E6B4-4147-9BAB-0A213FD2209A,02/01/2019,57.89,08/01/2019
C42EA447-63B1-4D57-B0BB-9DDC717F2122,03/01/2019,35.79,09/01/2019
6B0B40F9-17D8-4B06-AFD3-843E7B748BB9,04/01/2019,42.02,10/01/2019
201D34DB-39AB-4C58-B698-0704BC77B61D,07/01/2019,56.51,11/01/2019
9FC7453D-AB70-4DEC-A2C5-7C8AACFC8905,08/01/2019,55.45,14/01/2019
F1FB000F-0C1F-42B1-BFF5-22D2DA507FA6,09/01/2019,52.45,15/01/2019
878872BB-0B56-4A8E-B43E-D15A67BACE32,10/01/2019,40.03,16/01/2019
D188D9DD-568E-4440-ABC1-9F0152D163B4,11/01/2019,56.01,17/01/2019
F905FD27-A340-4EA2-826E-BD7FC4642B68,14/01/2019,68.16,18/01/2019
C5B2F4D9-2923-4140-8496-1B22DB6DBFD0,15/01/2019,74.48,21/01/2019
EC811C13-9923-4CD9-BC84-36D1351FE012,16/01/2019,56.4,22/01/2019
6A0652C2-C470-4A24-AB67-E85C652970C9,17/01/2019,51.18,23/01/2019
3B682186-9572-4845-A2F3-0C8AFAC4FFAD,18/01/2019,68.57,24/01/2019
4A8ED3EF-CCB6-4431-9F70-A6755B52E7C6,21/01/2019,51.14,25/01/2019
279A4992-5427-4443-8B6F-A8D7E1CECBE7,22/01/2019,50.72,28/01/2019
4E50F04C-41F3-4C10-8716-FA30630535B0,23/01/2019,53.92,29/01/2019
CD34B4EF-6B9C-4817-8500-E405643EB73C,24/01/2019,32.29,30/01/2019
51EDEBE4-CA73-4945-8B3B-E5215EFE8286,25/01/2019,61.14,31/01/2019
D513E192-4DD6-45D0-ADD1-F9545F54829B,28/01/2019,46.51,01/02/2019
7104C65B-7FD3-47FC-ACE7-D563CF6B80AA,29/01/2019,62.48,04/02/2019
A1400FB8-FAE5-4E35-9885-523216D5D160,30/01/2019,62.48,05/02/2019
A29D0D36-70EF-4B1C-B504-672C8C0B7DF1,31/01/2019,36.34,06/02/2019
46EA8765-F89F-4944-A09B-CE12DE2283F3,01/02/2019,51.85,07/02/2019
79D111A4-2D4F-4B34-A509-515C3AD0BEB2,04/02/2019,51.22,08/02/2019
1D41D5D9-C586-4065-B618-DCA1ED16DF9D,05/02/2019,55.1,09/02/2019
B0294C95-206A-4CC5-96A3-56E43A09C0DD,06/02/2019,52.41,12/02/2019
